,Timestamps,Temperature,Humidity,Pressure,Distance,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magnox,Magnoy,Magnoz
36,2022-01-11 01:27:44.302058,25.5,60.7,997.0,110.0,1.73,0.29,3.74,4.76,-0.84,4.48,-317.0,40.5,-408.63
37,2022-01-11 01:27:44.364560,25.5,60.7,997.0,110.0,1.73,0.29,3.74,4.76,-0.84,4.48,-323.5,40.25,-400.5
38,2022-01-11 01:27:44.411425,25.4,60.4,997.0,109.0,1.72,0.28,3.74,4.34,-1.19,5.46,-315.75,47.25,-411.13
39,2022-01-11 01:27:44.474026,25.4,60.4,997.0,110.0,1.72,0.29,3.74,3.64,-3.08,4.69,-330.25,40.75,-390.63
40,2022-01-11 01:27:44.536540,25.5,61.0,997.0,112.0,1.72,0.28,3.74,3.29,-3.85,5.32,-320.5,44.75,-413.25
41,2022-01-11 01:27:44.583423,25.5,61.0,997.0,112.0,1.72,0.28,3.74,3.29,-3.85,5.32,-323.0,44.5,-412.75
42,2022-01-11 01:27:44.645914,25.4,60.9,997.0,108.0,1.72,0.28,3.74,3.36,-5.74,3.99,-323.0,44.0,-409.63
43,2022-01-11 01:27:44.708419,25.4,60.9,997.0,110.0,1.72,0.28,3.74,3.78,-2.87,4.9,-319.75,38.5,-405.5
44,2022-01-11 01:27:44.770923,25.4,60.9,997.0,109.0,1.72,0.28,3.74,3.99,-2.94,4.41,-320.25,39.5,-400.25
45,2022-01-11 01:27:44.817800,25.4,60.7,997.0,115.0,1.72,0.28,3.74,3.99,-2.94,4.41,-328.0,40.0,-411.0
46,2022-01-11 01:27:44.895932,25.4,60.7,997.0,111.0,1.72,0.28,3.74,3.92,-4.13,3.99,-321.0,42.75,-399.75
47,2022-01-11 01:27:44.942808,25.4,60.9,997.0,110.0,1.72,0.28,3.74,4.34,-1.89,5.18,-321.0,47.75,-418.13
48,2022-01-11 01:27:45.005325,25.4,60.9,997.0,113.0,1.72,0.29,3.74,4.48,1.54,5.25,-326.25,43.25,-402.63
49,2022-01-11 01:27:45.067829,25.4,60.5,997.0,113.0,1.72,0.29,3.74,4.48,1.54,5.25,-319.75,46.75,-410.0
50,2022-01-11 01:27:45.130340,25.4,60.5,997.0,111.0,1.72,0.28,3.75,4.9,-1.05,4.69,-328.25,40.5,-402.63
51,2022-01-11 01:27:45.192826,25.4,60.5,997.0,111.0,1.72,0.28,3.74,3.43,-6.58,4.41,-317.0,38.0,-412.25
52,2022-01-11 01:27:45.255748,25.4,60.8,997.0,112.0,1.72,0.29,3.74,2.66,-7.21,4.55,-320.0,43.0,-410.75
53,2022-01-11 01:27:45.286596,25.4,60.8,997.0,112.0,1.72,0.29,3.74,2.66,-7.21,4.55,-325.25,42.5,-401.63
54,2022-01-11 01:27:45.349103,25.4,60.6,997.0,112.0,1.73,0.28,3.74,3.36,-5.11,4.48,-319.0,40.0,-414.0
55,2022-01-11 01:27:45.411606,25.4,60.6,997.0,112.0,1.73,0.28,3.74,4.2,-2.31,4.76,-321.5,37.5,-409.5
56,2022-01-11 01:27:45.474110,25.4,60.6,997.0,112.0,1.72,0.28,3.74,4.41,0.7,4.97,-316.75,42.75,-415.5
57,2022-01-11 01:27:45.520969,25.5,63.0,997.0,114.0,1.72,0.28,3.74,4.41,0.7,4.97,-320.75,43.5,-412.13
58,2022-01-11 01:27:45.599099,25.5,63.0,997.0,110.0,1.72,0.28,3.74,4.69,2.38,5.6,-316.5,46.25,-418.88
59,2022-01-11 01:27:45.661616,25.3,60.8,997.0,112.0,1.72,0.29,3.74,4.55,-0.91,4.06,-320.25,45.5,-403.5
60,2022-01-11 01:27:45.724107,25.3,60.8,997.0,111.0,1.72,0.28,3.74,3.92,-2.8,4.83,-318.0,38.0,-404.38
61,2022-01-11 01:27:45.755359,25.4,60.7,997.0,112.0,1.72,0.28,3.74,3.92,-2.8,4.83,-329.25,41.5,-393.25
62,2022-01-11 01:27:45.817864,25.4,60.7,997.0,111.0,1.72,0.29,3.75,4.27,-2.1,4.69,-325.0,42.75,-398.13
63,2022-01-11 01:27:45.880367,25.4,60.7,997.0,113.0,1.72,0.28,3.74,3.99,-4.34,4.76,-321.25,45.0,-414.25
64,2022-01-11 01:27:45.943422,25.5,60.7,997.0,112.0,1.72,0.29,3.74,3.71,-4.06,4.41,-324.25,39.5,-410.13
65,2022-01-11 01:27:46.005787,25.5,60.7,997.0,110.0,1.72,0.29,3.74,3.71,-4.06,4.41,-320.75,38.0,-417.88
66,2022-01-11 01:27:46.067896,25.5,60.8,997.0,112.0,1.72,0.29,3.74,3.78,-1.82,4.97,-328.5,41.25,-403.75
67,2022-01-11 01:27:46.130385,25.5,60.8,997.0,110.0,1.72,0.28,3.74,3.92,-2.73,4.41,-321.75,44.25,-413.38
68,2022-01-11 01:27:46.192887,25.5,60.7,997.0,111.0,1.72,0.29,3.74,3.85,-3.15,4.55,-329.0,43.25,-406.25
69,2022-01-11 01:27:46.224140,25.5,60.7,997.0,112.0,1.72,0.29,3.74,3.85,-3.15,4.55,-321.25,41.75,-415.25
70,2022-01-11 01:27:46.286643,25.5,60.7,997.0,112.0,1.72,0.29,3.74,3.71,-3.92,4.48,-325.25,35.25,-412.25
71,2022-01-11 01:27:46.349147,25.5,60.7,997.0,111.0,1.72,0.28,3.74,3.36,-4.48,4.62,-311.75,39.5,-407.25
72,2022-01-11 01:27:46.411651,25.5,60.7,997.0,113.0,1.72,0.28,3.74,3.36,-4.48,4.62,-330.5,37.5,-403.75
73,2022-01-11 01:27:46.474155,25.6,60.8,997.0,112.0,1.72,0.28,3.74,3.36,-4.76,4.76,-319.0,39.25,-415.88
74,2022-01-11 01:27:46.536673,25.6,60.8,997.0,114.0,1.72,0.29,3.74,2.94,-4.83,5.04,-318.0,39.25,-417.38
75,2022-01-11 01:27:46.599181,25.6,60.8,997.0,115.0,1.72,0.28,3.74,2.8,-4.41,4.76,-321.0,37.5,-403.63
76,2022-01-11 01:27:46.646288,25.5,61.4,997.0,113.0,1.72,0.28,3.74,2.8,-4.41,4.76,-321.25,40.75,-412.75
77,2022-01-11 01:27:46.708563,25.5,61.4,997.0,112.0,1.72,0.28,3.74,3.64,-1.61,5.11,-313.25,32.75,-398.5
78,2022-01-11 01:27:46.771065,25.5,60.8,997.0,111.0,1.72,0.28,3.74,3.85,-2.52,4.55,-319.25,40.5,-415.5
79,2022-01-11 01:27:46.833569,25.5,60.8,997.0,112.0,1.72,0.29,3.74,3.78,-2.45,4.69,-323.5,35.5,-392.38
80,2022-01-11 01:27:46.880429,25.4,60.6,997.0,114.0,1.72,0.29,3.74,3.78,-2.45,4.69,-313.25,38.5,-408.38
81,2022-01-11 01:27:46.958560,25.4,60.6,997.0,109.0,1.72,0.28,3.75,3.64,-2.17,4.69,-319.25,43.25,-408.5
82,2022-01-11 01:27:47.021552,25.4,60.6,997.0,113.0,1.72,0.28,3.75,3.29,-3.71,4.76,-323.75,35.5,-397.5
83,2022-01-11 01:27:47.085567,25.5,60.6,997.0,114.0,1.72,0.28,3.74,3.29,-3.08,4.69,-314.75,35.0,-411.5
84,2022-01-11 01:27:47.122574,25.5,60.6,997.0,113.0,1.72,0.28,3.74,3.29,-3.08,4.69,-323.5,39.25,-409.75
85,2022-01-11 01:27:47.191589,25.5,60.7,997.0,114.0,1.72,0.28,3.74,3.43,-3.01,4.9,-322.75,38.0,-412.63
86,2022-01-11 01:27:47.245602,25.5,60.7,997.0,114.0,1.72,0.28,3.74,3.36,-2.66,4.97,-328.5,37.25,-396.88
87,2022-01-11 01:27:47.308616,25.4,60.6,997.0,113.0,1.72,0.28,3.74,3.29,-2.8,4.9,-319.25,36.75,-413.75
88,2022-01-11 01:27:47.368629,25.4,60.6,997.0,111.0,1.72,0.28,3.74,3.29,-2.8,4.9,-317.5,39.5,-397.88
89,2022-01-11 01:27:47.426660,25.4,60.6,997.0,113.0,1.72,0.28,3.74,3.36,-2.87,4.83,-323.25,34.75,-409.0
90,2022-01-11 01:27:47.489656,25.5,60.7,997.0,112.0,1.72,0.28,3.74,3.36,-2.59,4.76,-332.5,30.5,-401.25
91,2022-01-11 01:27:47.530667,25.5,60.7,997.0,111.0,1.72,0.28,3.74,3.71,-2.8,4.76,-324.75,32.75,-398.5
92,2022-01-11 01:27:47.589679,25.4,60.6,997.0,110.0,1.72,0.28,3.74,3.71,-2.8,4.76,-330.5,38.75,-403.38
93,2022-01-11 01:27:47.651692,25.4,60.6,997.0,113.0,1.72,0.28,3.74,3.71,-2.73,4.69,-321.0,38.25,-403.0
94,2022-01-11 01:27:47.714706,25.4,60.6,997.0,113.0,1.72,0.28,3.74,4.06,-3.29,4.55,-324.5,38.75,-406.63
95,2022-01-11 01:27:47.765730,25.6,60.6,997.0,112.0,1.72,0.28,3.74,4.13,-3.15,4.48,-326.25,46.0,-411.88
96,2022-01-11 01:27:47.833733,25.6,60.6,997.0,112.0,1.72,0.28,3.74,4.13,-3.15,4.48,-326.0,43.5,-401.88
97,2022-01-11 01:27:47.888745,25.5,60.5,997.0,112.0,1.72,0.28,3.74,4.2,-3.01,4.48,-325.5,42.5,-392.0
98,2022-01-11 01:27:47.961371,25.5,60.5,997.0,109.0,1.72,0.28,3.74,4.13,-3.08,4.48,-328.0,42.25,-417.25
99,2022-01-11 01:27:48.005909,25.5,60.7,997.0,112.0,1.72,0.28,3.74,3.92,-3.08,4.62,-327.25,35.5,-400.75
100,2022-01-11 01:27:48.052787,25.5,60.7,997.0,109.0,1.72,0.28,3.74,3.92,-3.08,4.62,-323.25,40.0,-409.75
101,2022-01-11 01:27:48.115282,25.5,60.7,997.0,113.0,1.72,0.28,3.74,3.92,-2.66,4.69,-330.25,43.75,-404.38
102,2022-01-11 01:27:48.177777,25.5,60.6,997.0,115.0,1.72,0.28,3.74,4.2,-3.22,4.69,-328.75,38.5,-403.38
103,2022-01-11 01:27:48.240480,25.5,60.6,997.0,115.0,1.72,0.28,3.74,4.06,-3.15,4.69,-326.5,34.5,-398.13
104,2022-01-11 01:27:48.302973,25.5,60.5,997.0,113.0,1.72,0.28,3.74,4.06,-3.15,4.69,-327.75,41.25,-411.5
105,2022-01-11 01:27:48.365296,25.5,60.5,997.0,114.0,1.72,0.29,3.74,3.71,-2.45,4.76,-329.75,38.25,-414.13
106,2022-01-11 01:27:48.427788,25.5,60.4,997.0,112.0,1.72,0.28,3.74,3.92,-3.08,4.55,-326.0,40.0,-399.75
107,2022-01-11 01:27:48.474667,25.5,60.4,997.0,111.0,1.72,0.28,3.74,3.92,-3.08,4.62,-324.0,34.0,-406.13
108,2022-01-11 01:27:48.521556,25.5,60.4,997.0,112.0,1.72,0.28,3.74,4.06,-2.94,4.62,-329.25,34.5,-397.0
109,2022-01-11 01:27:48.584061,25.5,60.6,996.9,112.0,1.72,0.28,3.74,4.06,-2.94,4.69,-320.0,33.25,-409.38
110,2022-01-11 01:27:48.646565,25.5,60.6,996.9,113.0,1.72,0.28,3.74,3.99,-3.08,4.55,-318.5,34.25,-413.88
111,2022-01-11 01:27:48.709708,25.6,60.4,996.9,111.0,1.72,0.28,3.74,3.99,-3.08,4.55,-321.5,31.75,-409.13
112,2022-01-11 01:27:48.771573,25.6,60.4,997.0,116.0,1.72,0.28,3.74,3.92,-3.22,4.69,-332.5,36.25,-392.38
113,2022-01-11 01:27:48.834082,25.6,60.4,997.0,114.0,1.72,0.29,3.74,3.92,-3.22,4.62,-322.0,37.25,-413.88
114,2022-01-11 01:27:48.896568,25.5,61.6,997.0,113.0,1.72,0.28,3.74,3.85,-3.01,4.69,-319.5,37.0,-407.5
115,2022-01-11 01:27:48.927833,25.5,61.6,997.0,109.0,1.72,0.28,3.74,3.85,-3.01,4.69,-329.0,33.5,-404.0
116,2022-01-11 01:27:48.990337,25.5,60.5,997.0,112.0,1.72,0.28,3.74,3.78,-3.08,4.76,-321.5,33.25,-413.25
117,2022-01-11 01:27:49.052840,25.5,60.5,997.0,112.0,1.72,0.29,3.74,3.85,-3.01,4.62,-322.75,37.25,-398.25
118,2022-01-11 01:27:49.115345,25.5,60.4,997.0,112.0,1.72,0.28,3.74,3.78,-3.08,4.69,-321.25,36.25,-406.13
119,2022-01-11 01:27:49.177849,25.5,60.4,997.0,115.0,1.72,0.28,3.74,3.78,-3.08,4.69,-317.25,40.0,-406.88
120,2022-01-11 01:27:49.240353,25.5,60.4,997.0,113.0,1.72,0.29,3.75,3.85,-2.8,4.83,-319.25,34.75,-415.75
121,2022-01-11 01:27:49.302844,25.5,60.5,997.0,114.0,1.72,0.28,3.74,3.5,-2.94,4.62,-321.75,40.75,-408.5
122,2022-01-11 01:27:49.349725,25.5,60.5,997.0,113.0,1.72,0.29,3.75,3.78,-3.08,4.62,-320.5,47.0,-421.13
123,2022-01-11 01:27:49.412245,25.5,60.4,997.0,111.0,1.72,0.29,3.75,3.78,-3.08,4.62,-320.25,44.75,-414.5
124,2022-01-11 01:27:49.474752,25.5,60.4,997.0,114.0,1.72,0.28,3.74,3.43,-3.08,4.62,-321.5,47.5,-416.75
125,2022-01-11 01:27:49.537252,25.6,60.4,997.0,114.0,1.72,0.28,3.75,3.92,-3.36,4.69,-329.25,43.25,-408.75
126,2022-01-11 01:27:49.584135,25.6,60.4,997.0,117.0,1.72,0.28,3.74,3.57,-3.08,4.62,-321.25,44.0,-397.63
127,2022-01-11 01:27:49.646634,25.6,60.4,997.0,112.0,1.72,0.28,3.74,3.57,-3.08,4.62,-313.75,41.25,-410.88
128,2022-01-11 01:27:49.709138,25.5,60.4,997.0,113.0,1.72,0.28,3.74,3.57,-3.01,4.83,-323.25,39.5,-399.63
129,2022-01-11 01:27:49.771635,25.5,60.4,997.0,114.0,1.72,0.28,3.75,3.5,-3.01,4.76,-323.0,41.5,-416.88
130,2022-01-11 01:27:49.834138,25.5,60.4,997.0,114.0,1.72,0.28,3.74,3.22,-3.01,4.83,-329.0,41.0,-411.13
131,2022-01-11 01:27:49.881017,25.5,60.4,997.0,113.0,1.72,0.28,3.74,3.22,-3.01,4.83,-322.0,35.25,-413.5
132,2022-01-11 01:27:49.943521,25.5,60.4,997.0,113.0,1.72,0.28,3.74,3.29,-3.01,4.76,-322.5,40.75,-408.88
133,2022-01-11 01:27:50.006025,25.6,60.6,997.0,115.0,1.72,0.28,3.74,3.15,-2.87,4.9,-320.75,36.25,-416.38
134,2022-01-11 01:27:50.052891,25.6,60.6,997.0,114.0,1.72,0.28,3.75,3.29,-2.73,4.76,-327.0,38.75,-417.63
135,2022-01-11 01:27:50.131033,25.5,60.4,997.0,112.0,1.72,0.28,3.75,3.29,-2.73,4.76,-324.5,43.5,-405.0
136,2022-01-11 01:27:50.193537,25.5,60.4,997.0,111.0,1.72,0.28,3.74,2.94,-2.8,4.83,-317.0,37.0,-413.25
137,2022-01-11 01:27:50.224789,25.6,60.6,997.0,110.0,1.72,0.28,3.75,3.43,-2.87,4.97,-326.25,39.5,-396.13
138,2022-01-11 01:27:50.302918,25.6,60.6,997.0,111.0,1.72,0.28,3.74,3.29,-2.73,4.9,-320.75,41.5,-414.13
139,2022-01-11 01:27:50.349797,25.6,60.6,997.0,114.0,1.72,0.28,3.74,3.29,-2.73,4.9,-321.0,48.0,-407.0
140,2022-01-11 01:27:50.412301,25.5,60.3,997.0,113.0,1.72,0.28,3.75,3.92,-2.87,4.9,-326.5,40.0,-401.63
141,2022-01-11 01:27:50.459167,25.5,60.3,997.0,113.0,1.72,0.28,3.74,3.57,-2.87,4.97,-328.75,40.75,-409.25
142,2022-01-11 01:27:50.537310,25.5,60.3,997.0,110.0,1.72,0.28,3.75,3.57,-3.01,4.9,-319.5,37.5,-406.38
143,2022-01-11 01:27:50.600183,25.5,60.3,997.0,111.0,1.72,0.28,3.75,3.71,-3.01,4.9,-325.5,39.25,-403.5
144,2022-01-11 01:27:50.662707,25.7,60.3,997.0,113.0,1.72,0.28,3.74,3.71,-2.8,4.69,-324.0,40.0,-403.13
145,2022-01-11 01:27:50.693569,25.7,60.3,997.0,107.0,1.72,0.28,3.75,4.06,-2.94,4.83,-330.25,43.0,-405.63
146,2022-01-11 01:27:50.756079,25.7,60.3,997.0,112.0,1.72,0.28,3.75,4.06,-2.94,4.83,-326.25,44.5,-403.88
147,2022-01-11 01:27:50.818753,25.6,60.3,997.0,109.0,1.72,0.28,3.75,3.71,-3.29,4.76,-319.25,49.0,-413.5
148,2022-01-11 01:27:50.881086,25.6,60.3,997.0,116.0,1.72,0.28,3.75,3.71,-5.88,4.55,-319.75,37.5,-398.38
149,2022-01-11 01:27:50.943596,25.6,60.2,997.0,115.0,1.73,0.29,3.74,3.64,-10.36,3.22,-319.5,36.25,-423.63
150,2022-01-11 01:27:51.006094,25.6,60.2,997.0,113.0,1.73,0.29,3.74,3.64,-10.36,3.22,-325.25,39.75,-413.38
151,2022-01-11 01:27:51.068596,25.6,60.2,997.0,115.0,1.73,0.28,3.74,4.55,-5.6,4.9,-317.0,46.0,-420.25
152,2022-01-11 01:27:51.131101,25.5,60.1,997.0,110.0,1.73,0.28,3.75,4.62,-0.98,4.97,-323.5,35.75,-409.63
153,2022-01-11 01:27:51.177972,25.5,60.1,997.0,113.0,1.72,0.28,3.75,4.55,-1.61,4.83,-320.75,39.5,-407.5
154,2022-01-11 01:27:51.224850,25.6,60.3,997.0,113.0,1.72,0.28,3.75,4.55,-1.61,4.83,-317.5,37.25,-399.88
155,2022-01-11 01:27:51.287355,25.6,60.3,997.0,112.0,1.73,0.28,3.75,4.06,-2.45,4.76,-318.25,36.25,-410.63
156,2022-01-11 01:27:51.349858,25.6,60.1,997.0,111.0,1.72,0.28,3.75,3.99,-2.52,4.76,-320.5,33.0,-409.63
157,2022-01-11 01:27:51.412742,25.6,60.1,997.0,114.0,1.72,0.28,3.75,3.85,-2.52,4.76,-326.25,32.5,-405.63
158,2022-01-11 01:27:51.474866,25.6,60.1,997.0,112.0,1.72,0.28,3.75,3.85,-2.52,4.76,-323.0,38.5,-413.63
159,2022-01-11 01:27:51.537365,25.6,60.1,997.0,115.0,1.72,0.29,3.75,3.85,-2.94,4.69,-319.5,34.5,-402.0
160,2022-01-11 01:27:51.584248,25.6,60.1,997.0,111.0,1.72,0.28,3.75,3.29,-3.08,4.76,-316.5,37.75,-403.5
161,2022-01-11 01:27:51.631126,25.7,60.2,997.0,112.0,1.72,0.28,3.75,3.22,-2.94,4.9,-319.75,41.5,-403.88
162,2022-01-11 01:27:51.693619,25.7,60.2,997.0,116.0,1.72,0.28,3.75,3.22,-2.94,4.9,-315.25,37.25,-401.75
163,2022-01-11 01:27:51.756122,25.6,60.2,997.0,117.0,1.72,0.28,3.75,3.43,-2.31,5.04,-318.0,38.25,-406.88
164,2022-01-11 01:27:51.818638,25.6,60.4,997.0,112.0,1.72,0.28,3.75,3.5,-1.89,4.97,-313.75,40.5,-407.5
165,2022-01-11 01:27:51.881144,25.6,60.4,997.0,115.0,1.72,0.28,3.75,3.85,-2.45,4.9,-323.0,33.75,-398.13
166,2022-01-11 01:27:51.943646,25.6,60.0,997.0,113.0,1.72,0.28,3.75,3.85,-2.45,4.9,-318.5,38.75,-400.0
167,2022-01-11 01:27:52.006150,25.6,60.0,997.0,112.0,1.72,0.28,3.75,3.78,-3.08,4.69,-320.75,33.5,-409.75
168,2022-01-11 01:27:52.053028,25.6,60.3,997.0,113.0,1.72,0.28,3.75,3.92,-2.94,4.48,-319.5,35.5,-400.5
169,2022-01-11 01:27:52.115532,25.6,60.3,997.0,116.0,1.72,0.28,3.75,3.64,-3.15,4.55,-323.75,37.25,-413.63
170,2022-01-11 01:27:52.178042,25.6,60.3,997.0,115.0,1.72,0.28,3.75,3.64,-3.15,4.55,-322.0,39.0,-399.5
171,2022-01-11 01:27:52.240546,25.6,60.5,997.0,114.0,1.72,0.28,3.75,3.64,-3.36,4.48,-318.0,35.25,-412.25
172,2022-01-11 01:27:52.303033,25.6,60.5,997.0,114.0,1.72,0.28,3.75,3.5,-3.22,4.55,-326.25,41.0,-403.38
173,2022-01-11 01:27:52.350321,25.6,60.3,996.9,111.0,1.72,0.28,3.75,3.22,-2.66,4.9,-316.75,34.0,-409.5
174,2022-01-11 01:27:52.412430,25.6,60.3,997.0,113.0,1.72,0.28,3.75,3.22,-2.66,4.9,-321.75,37.75,-404.38
175,2022-01-11 01:27:52.474935,25.6,60.5,997.0,110.0,1.72,0.28,3.75,3.5,-2.8,4.76,-320.0,34.75,-408.5
176,2022-01-11 01:27:52.537466,25.6,60.5,997.0,116.0,1.72,0.28,3.75,3.92,-3.15,4.55,-317.0,41.75,-425.38
177,2022-01-11 01:27:52.584310,25.6,60.5,997.0,113.0,1.72,0.28,3.75,3.78,-2.87,4.69,-327.75,36.25,-398.38
178,2022-01-11 01:27:52.646813,25.7,60.4,997.0,115.0,1.72,0.28,3.75,3.78,-2.87,4.69,-321.5,35.75,-406.0
179,2022-01-11 01:27:52.709317,25.7,60.4,997.0,115.0,1.72,0.28,3.75,4.34,-3.5,4.76,-318.25,35.75,-396.75
180,2022-01-11 01:27:52.756196,25.6,60.2,997.0,115.0,1.72,0.28,3.75,4.48,-3.64,4.83,-316.0,33.75,-410.75
181,2022-01-11 01:27:52.834325,25.6,60.2,997.0,112.0,1.72,0.28,3.75,4.48,-3.64,4.83,-321.0,32.75,-403.25
182,2022-01-11 01:27:52.896829,25.7,60.2,997.0,111.0,1.72,0.28,3.75,3.78,-3.85,4.69,-317.5,41.5,-411.88
183,2022-01-11 01:27:52.928082,25.7,60.4,997.0,112.0,1.73,0.28,3.75,1.96,-3.22,4.69,-321.75,39.5,-406.88
184,2022-01-11 01:27:52.990591,25.7,60.4,997.0,112.0,1.72,0.28,3.75,0.42,-0.42,5.67,-320.0,38.5,-399.75
185,2022-01-11 01:27:53.053090,25.5,60.3,997.0,112.0,1.72,0.28,3.75,0.42,-0.42,5.67,-319.0,40.25,-414.25
186,2022-01-11 01:27:53.116017,25.5,60.3,997.0,111.0,1.71,0.27,3.75,-1.4,-1.4,6.09,-323.0,37.75,-411.13
187,2022-01-11 01:27:53.178098,25.7,60.4,997.0,110.0,1.72,0.28,3.75,2.8,-3.36,5.6,-321.25,38.25,-408.88
188,2022-01-11 01:27:53.240602,25.7,60.4,997.0,109.0,1.72,0.27,3.75,1.89,-4.13,4.76,-322.0,33.75,-398.38
