,Microphone
22787,-10124
22788,-9612
22789,-9572
22790,-9332
22791,-9172
22792,-9660
22793,-10484
22794,-11084
22795,-11276
22796,-10588
22797,-9580
22798,-9756
22799,-10148
22800,-10716
22801,-10804
22802,-10756
22803,-11204
22804,-11260
22805,-11284
22806,-11308
22807,-10932
22808,-10676
22809,-10460
22810,-10196
22811,-10460
22812,-11012
22813,-11084
22814,-11116
22815,-11700
22816,-10868
22817,-10100
22818,-10084
22819,-10252
22820,-9852
22821,-10468
22822,-11244
22823,-11316
22824,-10924
22825,-11092
22826,-10452
22827,-10740
22828,-11172
22829,-11428
22830,-11300
22831,-11356
22832,-11332
22833,-10580
22834,-10356
22835,-10772
22836,-11044
22837,-10820
22838,-10612
22839,-9996
22840,-9988
22841,-10220
22842,-10532
22843,-10500
22844,-10492
22845,-10692
22846,-10820
22847,-10612
22848,-10740
22849,-10772
22850,-11076
22851,-11572
22852,-11980
22853,-11380
22854,-11796
22855,-11924
22856,-11052
22857,-10812
22858,-10036
22859,-9772
22860,-10492
22861,-11452
22862,-11220
22863,-10132
22864,-9572
22865,-9540
22866,-9028
22867,-9268
22868,-10012
22869,-10452
22870,-9724
22871,-8468
22872,-8564
22873,-9324
22874,-9748
22875,-10060
22876,-10060
22877,-9772
22878,-10292
22879,-10916
22880,-10628
22881,-10804
22882,-11212
22883,-11516
22884,-11420
22885,-11244
22886,-11908
22887,-11820
22888,-11156
22889,-10196
22890,-9460
22891,-9580
22892,-10300
22893,-10828
22894,-11052
22895,-10916
22896,-9260
22897,-8668
22898,-8836
22899,-9724
22900,-10748
22901,-10436
22902,-9492
22903,-8628
22904,-8724
22905,-10124
22906,-10796
22907,-10212
22908,-9620
22909,-9588
22910,-10604
22911,-11188
22912,-10892
22913,-10596
22914,-9772
22915,-10180
22916,-10588
22917,-11156
22918,-11980
22919,-11348
22920,-11076
22921,-10156
22922,-9924
22923,-10244
22924,-10284
22925,-10316
22926,-9564
22927,-9476
22928,-9732
22929,-9892
22930,-9948
22931,-9964
22932,-9668
22933,-9452
22934,-9420
22935,-9636
22936,-10204
22937,-10532
22938,-10572
22939,-11092
22940,-10580
22941,-10076
22942,-10660
22943,-11196
22944,-10668
22945,-9764
22946,-9300
22947,-9172
22948,-9476
22949,-10204
22950,-10564
22951,-9860
22952,-8876
22953,-8812
22954,-8532
22955,-9164
22956,-9404
22957,-10260
22958,-10228
22959,-9524
22960,-9516
22961,-9596
22962,-10452
22963,-11244
22964,-10452
22965,-9900
22966,-10028
22967,-9892
22968,-9628
22969,-10052
22970,-10564
22971,-10772
22972,-10452
22973,-9732
22974,-9276
22975,-9916
22976,-10212
22977,-10812
22978,-10884
22979,-10492
22980,-10092
22981,-10420
22982,-10964
22983,-10844
22984,-9836
22985,-8996
22986,-8900
22987,-9884
22988,-10276
22989,-10148
22990,-10236
22991,-10236
22992,-9900
22993,-9964
22994,-9884
22995,-9620
22996,-9412
22997,-9996
22998,-10844
22999,-12076
23000,-11884
23001,-10532
23002,-10636
23003,-10236
23004,-10340
23005,-10892
23006,-10740
23007,-10196
23008,-9636
23009,-9772
23010,-10468
23011,-10724
23012,-10916
23013,-10564
23014,-9972
23015,-9820
23016,-9732
23017,-9396
23018,-9180
23019,-8868
23020,-9428
23021,-10868
23022,-11828
23023,-11740
23024,-10292
23025,-9332
23026,-9356
23027,-10188
23028,-10484
23029,-10244
23030,-9364
23031,-8940
23032,-8964
23033,-9196
23034,-10220
23035,-9852
23036,-8948
23037,-8236
23038,-7836
23039,-8780
23040,-9268
23041,-9460
23042,-10420
23043,-9364
23044,-9404
23045,-9588
23046,-9420
23047,-9852
23048,-9836
23049,-9644
23050,-9724
23051,-10484
23052,-10420
23053,-10788
23054,-10492
23055,-10108
23056,-9076
23057,-8980
23058,-9348
23059,-9572
23060,-9660
23061,-10244
23062,-10500
23063,-9604
23064,-8796
23065,-9300
23066,-9300
23067,-9308
23068,-8612
23069,-7380
23070,-7060
23071,-8292
23072,-8972
23073,-10260
23074,-9132
23075,-8060
23076,-8316
23077,-8452
23078,-9388
23079,-9636
23080,-9228
23081,-9172
23082,-9660
23083,-9244
23084,-8908
23085,-8604
23086,-8324
23087,-7804
23088,-7644
23089,-7844
23090,-8604
23091,-9116
23092,-8828
23093,-9172
23094,-9228
23095,-8668
23096,-8500
23097,-8628
23098,-8652
23099,-8604
23100,-8844
23101,-8796
23102,-8788
23103,-8604
23104,-8100
23105,-8412
23106,-9052
23107,-8724
23108,-8460
23109,-8644
23110,-8620
23111,-9172
23112,-9668
23113,-9404
23114,-9148
23115,-9044
23116,-8452
23117,-8892
23118,-8748
23119,-9220
23120,-9132
23121,-9004
23122,-9172
23123,-8700
23124,-8540
23125,-8276
23126,-8404
23127,-8980
23128,-9828
23129,-10268
23130,-9524
23131,-9436
23132,-8996
23133,-9476
23134,-10012
23135,-10044
23136,-9292
23137,-9180
23138,-9604
23139,-10100
23140,-10100
23141,-9412
23142,-8836
23143,-9292
23144,-9284
23145,-9044
23146,-8668
23147,-8980
23148,-9316
23149,-10052
23150,-9956
23151,-9532
23152,-9260
23153,-9356
23154,-10108
23155,-10540
23156,-10788
23157,-10164
23158,-8996
23159,-9156
23160,-9916
23161,-10188
23162,-10348
23163,-10572
23164,-10164
23165,-9796
23166,-9820
23167,-10116
23168,-9636
23169,-9396
23170,-9068
23171,-9316
23172,-9676
23173,-9740
23174,-9388
23175,-8764
23176,-8204
23177,-8764
23178,-9700
23179,-10820
23180,-9900
23181,-9428
23182,-8820
23183,-9196
23184,-10268
23185,-10980
23186,-10516
23187,-9748
23188,-9124
23189,-9228
23190,-10332
23191,-10652
23192,-10140
23193,-10180
23194,-9860
23195,-9612
23196,-10084
23197,-10108
23198,-9676
23199,-8844
23200,-8308
23201,-9612
23202,-10084
23203,-10140
23204,-9692
23205,-8964
23206,-8732
23207,-9452
23208,-9292
23209,-9196
23210,-9540
23211,-8620
23212,-8292
23213,-9308
23214,-9916
23215,-10652
23216,-10052
23217,-10596
23218,-10532
23219,-10084
23220,-10572
23221,-10844
23222,-10820
23223,-10596
23224,-10148
23225,-9604
23226,-9388
23227,-8892
23228,-8892
23229,-8748
23230,-9060
23231,-9596
23232,-9588
23233,-10228
23234,-10540
23235,-9388
23236,-8852
23237,-9124
23238,-9500
23239,-10476
23240,-11188
23241,-11316
23242,-10980
23243,-10556
23244,-10580
23245,-10708
23246,-10796
23247,-10820
23248,-11092
23249,-10988
23250,-11204
23251,-10660
23252,-10220
23253,-9844
23254,-10172
23255,-10812
23256,-10036
23257,-9884
23258,-10004
23259,-10324
23260,-10244
23261,-10572
23262,-11044
23263,-10852
23264,-10740
23265,-10076
23266,-10028
23267,-10708
23268,-11156
23269,-10452
23270,-10700
23271,-10948
23272,-11372
23273,-11668
23274,-10532
23275,-10140
23276,-8852
23277,-9388
23278,-10764
23279,-11868
23280,-11900
23281,-11156
23282,-10364
23283,-10276
23284,-10668
23285,-10860
23286,-11228
23287,-11124
23288,-11604
23289,-11388
23290,-11148
23291,-11108
23292,-11172
23293,-11476
23294,-11252
23295,-10796
23296,-11188
23297,-11108
23298,-10940
23299,-10644
23300,-10196
23301,-10324
23302,-10692
23303,-10972
23304,-11124
23305,-11324
23306,-11116
23307,-11164
23308,-11180
23309,-11532
23310,-11172
23311,-11556
23312,-11964
23313,-12236
23314,-12436
23315,-11548
23316,-10964
23317,-10468
23318,-10612
23319,-11220
23320,-11836
23321,-11644
23322,-11932
23323,-11884
23324,-11748
23325,-11644
23326,-10996
23327,-10780
23328,-10676
23329,-10852
23330,-10932
23331,-11388
23332,-11876
23333,-11812
23334,-11356
23335,-11500
23336,-11140
23337,-11148
23338,-11476
23339,-10940
23340,-10996
23341,-10780
23342,-10588
23343,-11028
23344,-10804
23345,-10660
23346,-11068
23347,-11004
23348,-10412
23349,-10364
23350,-10396
23351,-10804
23352,-10940
23353,-10820
23354,-11020
23355,-11244
23356,-11188
23357,-10860
23358,-10892
23359,-10420
23360,-10628
23361,-11396
23362,-11044
23363,-10012
23364,-10156
23365,-10524
23366,-11092
23367,-10900
23368,-10612
23369,-10252
23370,-10788
23371,-10924
23372,-11196
23373,-10428
23374,-9812
23375,-10404
23376,-9788
23377,-10180
23378,-11132
23379,-11212
23380,-10940
23381,-10420
23382,-10452
23383,-10220
23384,-10380
23385,-11132
23386,-11188
23387,-11380
23388,-10972
23389,-10916
23390,-11140
23391,-10812
23392,-10964
23393,-11188
23394,-11708
23395,-11036
23396,-9964
23397,-9468
23398,-9652
23399,-9740
23400,-10612
23401,-10900
23402,-10268
23403,-9268
23404,-9436
23405,-9860
23406,-10508
23407,-11356
23408,-12212
23409,-11204
23410,-10764
23411,-10316
23412,-10388
23413,-10932
23414,-10652
23415,-10852
23416,-10580
23417,-10644
23418,-11156
23419,-10948
23420,-10460
23421,-10148
23422,-10188
23423,-10372
23424,-10532
23425,-10540
23426,-9860
23427,-9036
23428,-9204
23429,-9732
23430,-10436
23431,-10588
23432,-10828
23433,-10108
23434,-9420
23435,-8836
23436,-9100
23437,-9564
23438,-10420
23439,-10972
23440,-10692
23441,-10628
23442,-10324
23443,-10172
23444,-10068
23445,-10308
23446,-10556
23447,-10428
23448,-10092
23449,-10044
23450,-9940
23451,-10068
23452,-10516
23453,-10380
23454,-9828
23455,-9356
23456,-9276
23457,-10036
23458,-10444
23459,-10972
23460,-11292
23461,-10932
23462,-10756
23463,-10340
23464,-10700
23465,-11012
23466,-10932
23467,-11236
23468,-11284
23469,-11420
23470,-11388
23471,-11772
23472,-11620
23473,-10388
23474,-9636
23475,-9868
23476,-10372
23477,-10644
23478,-10260
23479,-9644
23480,-9284
23481,-9092
23482,-9556
23483,-9844
23484,-10164
23485,-9868
23486,-9132
23487,-9732
23488,-10252
23489,-11036
23490,-11332
23491,-11676
23492,-11292
23493,-11108
23494,-11004
23495,-10604
23496,-10660
23497,-10484
23498,-10604
23499,-10948
23500,-11316
23501,-11372
23502,-10300
23503,-9228
23504,-8652
23505,-9620
23506,-8828
23507,-9148
23508,-9492
23509,-10092
23510,-10108
23511,-9564
23512,-9004
23513,-8812
23514,-8276
23515,-8588
23516,-8972
23517,-9660
23518,-10148
23519,-10156
23520,-9876
23521,-9268
23522,-9036
23523,-9428
23524,-10036
23525,-10252
23526,-10020
23527,-10204
23528,-9764
23529,-9268
23530,-9620
23531,-9268
23532,-9828
23533,-9700
23534,-9164
23535,-9036
23536,-8732
23537,-9196
23538,-8972
23539,-8900
23540,-8716
23541,-9284
23542,-9852
23543,-9156
23544,-8596
23545,-8908
23546,-9076
23547,-10276
23548,-10468
23549,-9732
23550,-9404
23551,-9020
23552,-9084
23553,-9164
23554,-8484
23555,-8508
23556,-8892
23557,-9100
23558,-9260
23559,-8668
23560,-8644
23561,-8604
23562,-8860
23563,-9436
23564,-9020
23565,-9580
23566,-9020
23567,-7988
23568,-8068
23569,-8884
23570,-8868
23571,-8316
23572,-8028
23573,-7500
23574,-7748
23575,-7884
23576,-7828
23577,-8004
23578,-8700
23579,-8868
23580,-9532
23581,-10004
23582,-9900
23583,-9516
23584,-9116
23585,-8756
23586,-8748
23587,-8356
23588,-8916
23589,-8980
23590,-8812
23591,-9364
23592,-9100
23593,-8548
23594,-8540
23595,-8156
23596,-8580
23597,-8852
23598,-9428
23599,-9580
23600,-10116
23601,-10100
23602,-9644
23603,-9468
23604,-9508
23605,-9476
23606,-9492
23607,-8780
23608,-8124
23609,-9180
23610,-10484
23611,-11140
23612,-10884
23613,-9924
23614,-8764
23615,-8564
23616,-9228
23617,-10196
23618,-10340
23619,-10596
23620,-10276
23621,-8852
23622,-8692
23623,-8940
23624,-10132
23625,-10628
23626,-9876
23627,-9484
23628,-10164
23629,-10468
23630,-10908
23631,-10676
23632,-10788
23633,-10356
23634,-10100
23635,-9604
23636,-10724
23637,-10860
23638,-10188
23639,-9684
23640,-9812
23641,-9892
23642,-9460
23643,-9932
23644,-9804
23645,-10364
23646,-10708
23647,-11060
23648,-11140
23649,-11300
23650,-10260
23651,-9900
23652,-9348
23653,-9996
23654,-10668
23655,-10596
23656,-10412
23657,-10420
23658,-10332
23659,-9596
23660,-9732
23661,-10020
23662,-9860
23663,-10196
23664,-9988
23665,-10020
23666,-9956
23667,-10012
23668,-10012
23669,-9788
23670,-9484
23671,-9708
23672,-9836
23673,-9252
23674,-8860
23675,-8652
23676,-9244
23677,-9060
23678,-9116
23679,-9868
23680,-10356
23681,-10188
23682,-10116
23683,-9540
23684,-8988
23685,-9428
23686,-9884
23687,-10436
23688,-10812
23689,-10628
23690,-9828
23691,-9364
23692,-9044
23693,-8636
23694,-9020
23695,-8940
23696,-9364
23697,-9420
23698,-8788
23699,-9276
23700,-9372
23701,-9364
23702,-9772
23703,-10252
23704,-9684
23705,-10108
23706,-9996
23707,-9748
23708,-10964
23709,-11460
23710,-11356
23711,-10828
23712,-9940
23713,-9164
23714,-9164
23715,-9900
23716,-10964
23717,-10964
23718,-10308
23719,-10036
23720,-9556
23721,-9892
23722,-10036
23723,-10212
23724,-10060
23725,-9932
23726,-9532
23727,-10108
23728,-10140
23729,-9764
23730,-9548
23731,-9460
23732,-9748
23733,-9604
23734,-9596
23735,-9452
23736,-9684
23737,-10276
23738,-9716
23739,-9132
23740,-9756
23741,-10036
23742,-10580
23743,-10692
23744,-10124
23745,-9324
23746,-9548
23747,-9972
23748,-10308
23749,-10580
23750,-10244
23751,-9820
23752,-10324
23753,-9932
23754,-10348
23755,-9884
23756,-9740
23757,-9380
23758,-9628
23759,-10108
23760,-9780
23761,-9604
23762,-9540
23763,-9748
23764,-9732
23765,-10028
23766,-9948
23767,-10476
23768,-11116
23769,-11116
23770,-11060
23771,-10884
23772,-10932
23773,-10732
23774,-10572
23775,-10428
23776,-10252
23777,-9860
23778,-9412
23779,-9548
23780,-10012
23781,-10140
23782,-9908
23783,-10316
23784,-10156
23785,-10284
23786,-10500
23787,-10556
23788,-10836
23789,-11012
23790,-10356
23791,-10252
23792,-10060
23793,-10596
23794,-11124
23795,-10708
23796,-11044
23797,-10972
23798,-10932
23799,-11196
23800,-11500
23801,-11156
23802,-11852
23803,-12092
23804,-11548
23805,-10852
23806,-10420
23807,-11060
23808,-11036
23809,-10892
23810,-11004
23811,-10308
23812,-10332
23813,-10404
23814,-10388
23815,-10788
23816,-10644
23817,-10516
23818,-10612
23819,-10380
23820,-10900
23821,-10892
23822,-10852
23823,-10852
23824,-11292
23825,-11476
23826,-11452
23827,-11092
23828,-10924
23829,-10748
23830,-10956
23831,-11076
23832,-11156
23833,-10636
23834,-10396
23835,-10604
23836,-10108
23837,-10148
23838,-9612
23839,-10052
23840,-9492
23841,-9204
23842,-9300
23843,-9668
23844,-9756
23845,-9588
23846,-9868
23847,-10028
23848,-9924
23849,-9556
23850,-9196
23851,-8988
23852,-8980
23853,-9972
23854,-10636
23855,-10764
23856,-9908
23857,-9844
23858,-9588
23859,-9972
23860,-10932
23861,-11580
23862,-11652
23863,-11484
23864,-11108
23865,-9836
23866,-9204
23867,-9324
23868,-9772
23869,-9988
23870,-9468
23871,-9300
23872,-9172
23873,-9404
23874,-9092
23875,-8740
23876,-8572
23877,-8932
23878,-9452
23879,-9828
23880,-11100
23881,-10940
23882,-10676
23883,-9644
23884,-9348
23885,-9212
23886,-9132
23887,-9604
23888,-10420
23889,-11244
23890,-10628
23891,-9516
23892,-9212
23893,-9428
23894,-9900
23895,-9492
23896,-9588
23897,-9460
23898,-9804
23899,-9004
23900,-9172
23901,-9180
23902,-9268
23903,-9012
23904,-8844
23905,-8668
23906,-9348
23907,-10380
23908,-10700
23909,-9660
23910,-9332
23911,-9316
23912,-9484
23913,-9756
23914,-9596
23915,-9916
23916,-9692
23917,-9836
23918,-9796
23919,-9492
23920,-8684
23921,-8396
23922,-9052
23923,-9412
23924,-9484
23925,-9284
23926,-9300
23927,-8420
23928,-8740
23929,-8820
23930,-9212
23931,-9380
23932,-9204
23933,-9028
23934,-9092
23935,-9060
23936,-9596
23937,-10356
23938,-10172
23939,-9748
23940,-9692
23941,-10108
23942,-9580
23943,-9348
23944,-9068
23945,-9284
23946,-9804
23947,-9876
23948,-10092
23949,-9316
23950,-9260
23951,-8932
23952,-9380
23953,-8860
23954,-9036
23955,-9084
23956,-9404
23957,-9412
23958,-9476
23959,-9396
23960,-9548
23961,-9500
23962,-9164
23963,-8580
23964,-8892
23965,-9068
23966,-9916
23967,-9932
23968,-9948
23969,-10132
23970,-9628
23971,-9268
23972,-8956
23973,-8492
23974,-8796
23975,-9940
23976,-10492
23977,-10228
23978,-9644
23979,-9420
23980,-8452
23981,-7572
23982,-8060
23983,-9076
23984,-9452
23985,-9652
23986,-9628
23987,-9540
23988,-9772
23989,-9460
23990,-9012
23991,-8780
23992,-9508
23993,-9484
23994,-9948
23995,-10028
23996,-10212
23997,-9924
23998,-9932
23999,-9356
24000,-9108
24001,-9124
24002,-9052
24003,-9820
24004,-9732
24005,-9660
24006,-9180
24007,-8324
24008,-7820
24009,-7620
24010,-7756
24011,-8452
24012,-8804
24013,-9460
24014,-9196
24015,-8644
24016,-8508
24017,-8828
24018,-8916
24019,-8852
24020,-8940
24021,-9524
24022,-9316
24023,-9364
24024,-8676
24025,-8820
24026,-8132
24027,-8284
24028,-9020
24029,-9588
24030,-9788
24031,-9500
24032,-8796
24033,-9724
24034,-9220
24035,-9412
24036,-9636
24037,-9308
24038,-9396
24039,-9548
24040,-9148
24041,-9188
24042,-9292
24043,-8612
24044,-8548
24045,-8884
24046,-9372
24047,-9228
24048,-9228
24049,-9252
24050,-8836
24051,-8396
24052,-8308
24053,-8660
24054,-8956
24055,-9148
24056,-8948
24057,-9084
24058,-8420
24059,-8132
24060,-7924
24061,-8516
24062,-8716
24063,-8220
24064,-8876
24065,-8788
24066,-8884
24067,-8860
24068,-8324
24069,-8780
24070,-8156
24071,-8516
24072,-8892
24073,-9164
24074,-9540
24075,-9348
24076,-9284
24077,-9180
24078,-8988
24079,-9100
24080,-8660
24081,-8532
24082,-8316
24083,-8316
24084,-8532
24085,-8060
24086,-8116
24087,-8028
24088,-8684
24089,-8788
24090,-7756
24091,-7196
24092,-7556
24093,-7724
24094,-8004
24095,-8404
24096,-8708
24097,-9196
24098,-9212
24099,-9404
24100,-9372
24101,-8948
24102,-8572
24103,-8700
24104,-9212
24105,-9932
24106,-9964
24107,-10268
24108,-10068
24109,-9700
24110,-9156
24111,-8196
24112,-7980
24113,-8252
24114,-8572
24115,-8748
24116,-8996
24117,-8148
24118,-8396
24119,-8396
24120,-7860
24121,-7404
24122,-8060
24123,-8972
24124,-9508
24125,-10076
24126,-9956
24127,-9396
24128,-9356
24129,-10012
24130,-9756
24131,-9764
24132,-9692
24133,-9452
24134,-9236
24135,-10100
24136,-10836
24137,-11412
24138,-10932
24139,-10388
24140,-9836
24141,-9564
24142,-9308
24143,-9156
24144,-9308
24145,-10012
24146,-9692
24147,-9268
24148,-8852
24149,-8908
24150,-8796
24151,-9404
24152,-9404
24153,-8500
24154,-7940
24155,-8676
24156,-9380
24157,-9908
24158,-10132
24159,-9948
24160,-10324
24161,-10428
24162,-9916
24163,-9620
24164,-9980
24165,-10060
24166,-9964
24167,-9828
24168,-9612
24169,-9636
24170,-9124
24171,-9204
24172,-9132
24173,-9164
24174,-9852
24175,-9836
24176,-10516
24177,-10460
24178,-9356
24179,-9252
24180,-9532
24181,-9244
24182,-9444
24183,-8868
24184,-8572
24185,-8356
24186,-8932
24187,-8892
24188,-8932
24189,-8980
24190,-9172
24191,-9444
24192,-9308
24193,-9444
24194,-9588
24195,-9668
24196,-10180
24197,-10092
24198,-10364
24199,-9740
24200,-9180
24201,-8404
24202,-7972
24203,-8980
24204,-9764
24205,-10092
24206,-9900
24207,-8604
24208,-7372
24209,-7588
24210,-7892
24211,-8452
24212,-9492
24213,-9868
24214,-9852
24215,-9804
24216,-9380
24217,-8780
24218,-8836
24219,-9052
24220,-9308
24221,-9108
24222,-9844
24223,-9508
24224,-8124
24225,-8012
24226,-8180
24227,-8308
24228,-8756
24229,-8924
24230,-8524
24231,-8548
24232,-8420
24233,-8644
24234,-8812
24235,-8540
24236,-8692
24237,-8980
24238,-9172
24239,-9172
24240,-8852
24241,-8492
24242,-8796
24243,-8932
24244,-9068
24245,-9244
24246,-9412
24247,-8876
24248,-8788
24249,-8236
24250,-7836
24251,-8028
24252,-8508
24253,-8828
24254,-8732
24255,-8908
24256,-8988
24257,-8828
24258,-8396
24259,-8388
24260,-8524
24261,-8940
24262,-8788
24263,-9260
24264,-9620
24265,-9156
24266,-9028
24267,-9292
24268,-9764
24269,-9644
24270,-9844
24271,-9860
24272,-9884
24273,-10164
24274,-10396
24275,-10172
24276,-9964
24277,-10308
24278,-10276
24279,-9732
24280,-9916
24281,-10020
24282,-9676
24283,-9756
24284,-9788
24285,-9444
24286,-8996
24287,-9300
24288,-8988
24289,-9092
24290,-9012
24291,-10132
24292,-9868
24293,-9500
24294,-9444
24295,-9340
24296,-9172
24297,-9548
24298,-9828
24299,-10724
24300,-10684
24301,-10428
24302,-9884
24303,-9828
24304,-10036
24305,-10284
24306,-9876
24307,-10180
24308,-10748
24309,-10268
24310,-9524
24311,-9300
24312,-9140
24313,-8780
24314,-8860
24315,-9244
24316,-8844
24317,-8956
24318,-8612
24319,-8788
24320,-9852
24321,-9692
24322,-9844
24323,-9180
24324,-9172
24325,-9052
24326,-8516
24327,-8948
24328,-9396
24329,-9316
24330,-9124
24331,-8540
24332,-8372
24333,-7892
24334,-7796
24335,-7716
24336,-8580
24337,-8692
24338,-8548
24339,-8380
24340,-8212
24341,-7908
24342,-8572
24343,-8436
24344,-8980
24345,-9172
24346,-9316
24347,-9172
24348,-8516
24349,-8508
24350,-8996
24351,-8700
24352,-8844
24353,-9524
24354,-9188
24355,-9484
24356,-9428
24357,-9004
24358,-8820
24359,-8852
24360,-8868
24361,-8740
24362,-8948
24363,-9164
24364,-8860
24365,-8524
24366,-7708
24367,-7596
24368,-8172
24369,-8764
24370,-8836
24371,-7756
24372,-8084
24373,-8140
24374,-7764
24375,-8532
24376,-8660
24377,-8540
24378,-8596
24379,-8548
24380,-8612
24381,-8708
24382,-8740
24383,-8372
24384,-9028
24385,-9052
24386,-9388
24387,-9564
24388,-8892
24389,-8756
24390,-8892
24391,-8412
24392,-8892
24393,-9436
24394,-9092
24395,-8780
24396,-8780
24397,-8556
24398,-8516
24399,-8380
24400,-8284
24401,-8380
24402,-9388
24403,-9428
24404,-9092
24405,-8876
24406,-8820
24407,-9556
24408,-9340
24409,-9572
24410,-8996
24411,-8828
24412,-8444
24413,-8772
24414,-9132
24415,-9524
24416,-9236
24417,-9092
24418,-9220
24419,-9228
24420,-9436
24421,-9308
24422,-9500
24423,-8876
24424,-8796
24425,-9420
24426,-9492
24427,-9532
24428,-9100
24429,-8980
24430,-8692
24431,-8780
24432,-8732
24433,-8900
24434,-9628
24435,-10116
24436,-9460
24437,-9036
24438,-8988
24439,-9084
24440,-9676
24441,-9932
24442,-9292
24443,-8380
24444,-8684
24445,-9556
24446,-9860
24447,-9716
24448,-9452
24449,-9116
24450,-9940
24451,-10036
24452,-9940
24453,-10292
24454,-10068
24455,-10452
24456,-9876
24457,-10164
24458,-10292
24459,-9948
24460,-9484
24461,-9420
24462,-8668
24463,-8940
24464,-9164
24465,-9396
24466,-9228
24467,-9604
24468,-9524
24469,-9044
24470,-8916
24471,-9372
24472,-9476
24473,-9756
24474,-9452
24475,-9380
24476,-9844
24477,-10524
24478,-10364
24479,-10076
24480,-9548
24481,-9460
24482,-9340
24483,-9292
24484,-9620
24485,-9356
24486,-8860
24487,-8612
24488,-8764
24489,-8188
24490,-8516
24491,-8316
24492,-8492
24493,-9116
24494,-9524
24495,-9028
24496,-9044
24497,-9524
24498,-9716
24499,-9084
24500,-8308
24501,-8204
24502,-8876
24503,-9716
24504,-9548
24505,-9172
24506,-8804
24507,-8132
24508,-8172
24509,-8748
24510,-8828
24511,-8572
24512,-8724
24513,-8996
24514,-9140
24515,-9348
24516,-9724
24517,-9668
24518,-10012
24519,-9052
24520,-8852
24521,-8724
24522,-9540
24523,-9980
24524,-10948
24525,-10348
24526,-10252
24527,-9516
24528,-9220
24529,-9476
24530,-8644
24531,-8996
24532,-8900
24533,-8988
24534,-8772
24535,-8276
24536,-8132
24537,-8236
24538,-7436
24539,-7788
24540,-8548
24541,-8748
24542,-9244
24543,-9108
24544,-8932
24545,-9020
24546,-8580
24547,-8852
24548,-9396
24549,-9708
24550,-9868
24551,-9628
24552,-9572
24553,-10108
24554,-10428
24555,-10700
24556,-9668
24557,-9004
24558,-9284
24559,-9284
24560,-9476
24561,-9444
24562,-9412
24563,-9076
24564,-8556
24565,-8340
24566,-8108
24567,-8204
24568,-8988
24569,-9332
24570,-9460
24571,-9188
24572,-8748
24573,-8924
24574,-9196
24575,-9724
24576,-9964
24577,-9476
24578,-8476
24579,-8628
24580,-8652
24581,-8724
24582,-9364
24583,-9372
24584,-9260
24585,-8708
24586,-8756
24587,-8628
24588,-8452
24589,-8172
24590,-8108
24591,-8140
24592,-8420
24593,-8068
24594,-8116
24595,-8108
24596,-8356
24597,-9124
24598,-9220
24599,-8380
24600,-8716
24601,-8116
24602,-8572
24603,-9148
24604,-9700
24605,-9204
24606,-9316
24607,-9212
24608,-8940
24609,-8740
24610,-9548
24611,-9436
24612,-9732
24613,-10132
24614,-10092
24615,-9844
24616,-9836
24617,-9540
24618,-9420
24619,-9028
24620,-9244
24621,-9868
24622,-9500
24623,-8740
24624,-8612
24625,-8428
24626,-8508
24627,-8364
24628,-8340
24629,-8516
24630,-8380
24631,-8652
24632,-8756
24633,-8268
24634,-8636
24635,-9172
24636,-9404
24637,-9604
24638,-9596
24639,-9068
24640,-9308
24641,-9700
24642,-10116
24643,-9540
24644,-9588
24645,-9204
24646,-8972
24647,-9212
24648,-9444
24649,-9108
24650,-8612
24651,-8932
24652,-9068
24653,-8732
24654,-7996
24655,-8204
24656,-8036
24657,-8532
24658,-8476
24659,-8060
24660,-8412
24661,-9012
24662,-8788
24663,-9348
24664,-9364
24665,-8724
24666,-9572
24667,-9804
24668,-9508
24669,-8772
24670,-8404
24671,-8652
24672,-9716
24673,-10004
24674,-9804
24675,-8548
24676,-8196
24677,-7692
24678,-7276
24679,-7708
24680,-8012
24681,-8468
24682,-8372
24683,-7876
24684,-7468
24685,-7684
24686,-7604
24687,-7628
24688,-8348
24689,-8956
24690,-8748
24691,-8892
24692,-9028
24693,-9180
24694,-9740
24695,-9756
24696,-9348
24697,-9908
24698,-10084
24699,-10076
24700,-9260
24701,-8580
24702,-8124
24703,-8332
24704,-8420
24705,-8652
24706,-8468
24707,-7868
24708,-7324
24709,-7828
24710,-7564
24711,-8004
24712,-8156
24713,-8108
24714,-8516
24715,-8332
24716,-8852
24717,-9324
24718,-9172
24719,-8628
24720,-7780
24721,-7716
24722,-7644
24723,-8476
24724,-8852
24725,-8676
24726,-8764
24727,-8876
24728,-8652
24729,-8908
24730,-8596
24731,-8428
24732,-8356
24733,-8180
24734,-8916
24735,-9308
24736,-9412
24737,-9148
24738,-7812
24739,-7452
24740,-7644
24741,-8292
24742,-8964
24743,-9084
24744,-8852
24745,-8012
24746,-8420
24747,-8412
24748,-8980
24749,-9100
24750,-9284
24751,-9316
24752,-9180
24753,-8460
24754,-8212
24755,-8028
24756,-8164
24757,-8820
24758,-9292
24759,-8764
24760,-8812
24761,-8780
24762,-8468
24763,-8396
24764,-8676
24765,-8812
24766,-8412
24767,-8660
24768,-9108
24769,-8668
24770,-8612
24771,-9084
24772,-9140
24773,-9148
24774,-8764
24775,-8204
24776,-8340
24777,-8652
24778,-8884
24779,-8732
24780,-9492
24781,-9548
24782,-8372
24783,-8220
24784,-8084
24785,-8284
