,Microphone
76850,-7756
76851,-6932
76852,-5372
76853,-3788
76854,-2252
76855,-1588
76856,-1748
76857,-2740
76858,-2556
76859,-2396
76860,-3092
76861,-3108
76862,-2260
76863,-2580
76864,-2740
76865,-4060
76866,-5676
76867,-6940
76868,-7092
76869,-5996
76870,-6412
76871,-6164
76872,-7380
76873,-8004
76874,-7876
76875,-8836
76876,-9836
76877,-10732
76878,-9788
76879,-8972
76880,-7748
76881,-7124
76882,-7620
76883,-8452
76884,-8228
76885,-8052
76886,-7220
76887,-5596
76888,-2852
76889,-2732
76890,-2604
76891,-2484
76892,-2572
76893,-2668
76894,-3044
76895,-3284
76896,-4148
76897,-4732
76898,-5004
76899,-5972
76900,-5780
76901,-5764
76902,-5556
76903,-6572
76904,-7268
76905,-7316
76906,-7564
76907,-6756
76908,-5996
76909,-5140
76910,-5092
76911,-6028
76912,-6460
76913,-6196
76914,-5844
76915,-4780
76916,-4532
76917,-4372
76918,-4932
76919,-5364
76920,-6292
76921,-6420
76922,-6748
76923,-5956
76924,-5428
76925,-5172
76926,-5036
76927,-4740
76928,-5972
76929,-6476
76930,-6124
76931,-6092
76932,-6188
76933,-6140
76934,-5572
76935,-5556
76936,-5676
76937,-6092
76938,-7060
76939,-7364
76940,-7180
76941,-7236
76942,-6468
76943,-5164
76944,-4764
76945,-4708
76946,-5172
76947,-4884
76948,-3324
76949,-2228
76950,-2068
76951,-2404
76952,-2412
76953,-3004
76954,-4164
76955,-4876
76956,-4908
76957,-4980
76958,-4852
76959,-4572
76960,-4356
76961,-4348
76962,-5228
76963,-4860
76964,-5388
76965,-5812
76966,-6156
76967,-6428
76968,-6452
76969,-6084
76970,-6292
76971,-6356
76972,-6500
76973,-5988
76974,-5956
76975,-6316
76976,-5764
76977,-5388
76978,-4580
76979,-4428
76980,-5020
76981,-5316
76982,-5724
76983,-4956
76984,-4812
76985,-4276
76986,-3452
76987,-3396
76988,-3820
76989,-4276
76990,-4308
76991,-4012
76992,-4036
76993,-3580
76994,-3180
76995,-2324
76996,-1876
76997,-1988
76998,-2436
76999,-2732
77000,-3916
77001,-4108
77002,-4300
77003,-3876
77004,-3268
77005,-2836
77006,-3196
77007,-4340
77008,-5300
77009,-5828
77010,-5860
77011,-6108
77012,-6436
77013,-7044
77014,-8044
77015,-7756
77016,-7588
77017,-6764
77018,-6148
77019,-5276
77020,-5500
77021,-5412
77022,-5292
77023,-5252
77024,-5060
77025,-4572
77026,-4500
77027,-3820
77028,-3364
77029,-2772
77030,-2684
77031,-2716
77032,-2884
77033,-2836
77034,-2700
77035,-2812
77036,-2772
77037,-2260
77038,-2508
77039,-2492
77040,-2860
77041,-3836
77042,-4652
77043,-5196
77044,-5508
77045,-6012
77046,-6380
77047,-6532
77048,-6516
77049,-6820
77050,-7300
77051,-7804
77052,-7860
77053,-7788
77054,-6636
77055,-6116
77056,-6052
77057,-6092
77058,-6124
77059,-6700
77060,-7308
77061,-6556
77062,-6372
77063,-5172
77064,-4548
77065,-3908
77066,-4108
77067,-4156
77068,-3844
77069,-4828
77070,-4420
77071,-4172
77072,-4628
77073,-4684
77074,-4844
77075,-5236
77076,-5628
77077,-7084
77078,-7332
77079,-6732
77080,-6060
77081,-5796
77082,-5980
77083,-6060
77084,-5516
77085,-6148
77086,-5588
77087,-5748
77088,-4644
77089,-4252
77090,-4068
77091,-4252
77092,-4988
77093,-4756
77094,-5300
77095,-5476
77096,-5708
77097,-5148
77098,-4148
77099,-3580
77100,-3660
77101,-4356
77102,-4732
77103,-5500
77104,-5204
77105,-4732
77106,-4852
77107,-4796
77108,-5372
77109,-5636
77110,-5980
77111,-6156
77112,-6092
77113,-6444
77114,-6036
77115,-5524
77116,-5940
77117,-5804
77118,-6188
77119,-5444
77120,-4444
77121,-4436
77122,-4460
77123,-4508
77124,-4412
77125,-4540
77126,-4588
77127,-4716
77128,-4524
77129,-4532
77130,-4772
77131,-4924
77132,-5148
77133,-5292
77134,-5140
77135,-4684
77136,-4628
77137,-4452
77138,-4492
77139,-4972
77140,-5220
77141,-6052
77142,-5348
77143,-4860
77144,-4532
77145,-4716
77146,-5852
77147,-6580
77148,-7036
77149,-7340
77150,-6900
77151,-6732
77152,-6836
77153,-5700
77154,-5868
77155,-5972
77156,-6652
77157,-6548
77158,-6748
77159,-6500
77160,-5284
77161,-4620
77162,-3356
77163,-3724
77164,-4580
77165,-4828
77166,-5364
77167,-4196
77168,-3836
77169,-3340
77170,-3132
77171,-2476
77172,-2740
77173,-2708
77174,-2700
77175,-3604
77176,-4396
77177,-4428
77178,-4612
77179,-4724
77180,-4572
77181,-4876
77182,-5276
77183,-6028
77184,-6908
77185,-7196
77186,-7684
77187,-7132
77188,-6764
77189,-6076
77190,-5900
77191,-5764
77192,-5788
77193,-6644
77194,-6884
77195,-6700
77196,-6052
77197,-5644
77198,-6012
77199,-5916
77200,-6196
77201,-6540
77202,-6260
77203,-6268
77204,-4996
77205,-3900
77206,-3636
77207,-3396
77208,-3884
77209,-4084
77210,-4100
77211,-3588
77212,-3972
77213,-3452
77214,-3644
77215,-4732
77216,-5356
77217,-6548
77218,-6092
77219,-6780
77220,-7476
77221,-7284
77222,-6892
77223,-6500
77224,-6324
77225,-6524
77226,-6740
77227,-6252
77228,-5988
77229,-6620
77230,-6508
77231,-6220
77232,-6644
77233,-6052
77234,-6340
77235,-5828
77236,-5140
77237,-5604
77238,-5180
77239,-5220
77240,-4716
77241,-4380
77242,-4308
77243,-4252
77244,-3756
77245,-3652
77246,-4324
77247,-4948
77248,-5252
77249,-5300
77250,-4964
77251,-5036
77252,-5020
77253,-5404
77254,-5804
77255,-5788
77256,-5828
77257,-5740
77258,-5916
77259,-5044
77260,-4956
77261,-4764
77262,-4668
77263,-4476
77264,-4868
77265,-5588
77266,-6052
77267,-5484
77268,-4924
77269,-5348
77270,-5500
77271,-5348
77272,-5156
77273,-4900
77274,-5044
77275,-4548
77276,-4100
77277,-4412
77278,-4932
77279,-5844
77280,-5948
77281,-5868
77282,-5572
77283,-5452
77284,-5372
77285,-5700
77286,-5964
77287,-6404
77288,-7068
77289,-7548
77290,-7468
77291,-6540
77292,-5788
77293,-5604
77294,-5588
77295,-4948
77296,-4900
77297,-5508
77298,-5820
77299,-6356
77300,-5748
77301,-5204
77302,-4612
77303,-4140
77304,-4356
77305,-5044
77306,-5740
77307,-6292
77308,-5796
77309,-5068
77310,-4284
77311,-3276
77312,-3532
77313,-4076
77314,-5180
77315,-6156
77316,-6300
77317,-5764
77318,-5332
77319,-4820
77320,-4604
77321,-4980
77322,-5596
77323,-6548
77324,-6388
77325,-6140
77326,-5972
77327,-5916
77328,-5548
77329,-6180
77330,-5748
77331,-6388
77332,-5860
77333,-5092
77334,-4412
77335,-4500
77336,-4444
77337,-4156
77338,-4660
77339,-4660
77340,-5268
77341,-4540
77342,-4020
77343,-3804
77344,-3692
77345,-3180
77346,-3148
77347,-3004
77348,-3308
77349,-4060
77350,-3668
77351,-3804
77352,-4388
77353,-4700
77354,-5012
77355,-5452
77356,-5668
77357,-5628
77358,-5356
77359,-5556
77360,-6204
77361,-6596
77362,-6868
77363,-7332
77364,-7788
77365,-6972
77366,-5924
77367,-5052
77368,-4932
77369,-6196
77370,-6116
77371,-5860
77372,-6076
77373,-5780
77374,-5556
77375,-5436
77376,-5372
77377,-5500
77378,-5244
77379,-4644
77380,-4516
77381,-4028
77382,-4340
77383,-3388
77384,-3412
77385,-3372
77386,-3604
77387,-4276
77388,-3668
77389,-4068
77390,-4300
77391,-4940
77392,-5612
77393,-5372
77394,-5772
77395,-5940
77396,-6420
77397,-7004
77398,-7244
77399,-6844
77400,-6332
77401,-6660
77402,-6452
77403,-6108
77404,-6084
77405,-5916
77406,-6060
77407,-5652
77408,-6196
77409,-6780
77410,-6100
77411,-5764
77412,-5148
77413,-5124
77414,-4916
77415,-4876
77416,-4356
77417,-4364
77418,-3612
77419,-3908
77420,-4308
77421,-4428
77422,-4404
77423,-4188
77424,-3892
77425,-4268
77426,-5148
77427,-5420
77428,-5636
77429,-6148
77430,-6316
77431,-6180
77432,-5236
77433,-4924
77434,-4980
77435,-4812
77436,-5356
77437,-5284
77438,-5028
77439,-4820
77440,-4076
77441,-4284
77442,-3900
77443,-3884
77444,-4012
77445,-4060
77446,-4420
77447,-4428
77448,-4076
77449,-4292
77450,-4492
77451,-4068
77452,-3004
77453,-2644
77454,-3092
77455,-4140
77456,-4908
77457,-5028
77458,-4844
77459,-4388
77460,-4212
77461,-5124
77462,-5692
77463,-5812
77464,-6068
77465,-5660
77466,-5836
77467,-5948
77468,-5332
77469,-4692
77470,-4748
77471,-4444
77472,-4404
77473,-4124
77474,-3972
77475,-4132
77476,-4372
77477,-4068
77478,-3980
77479,-3948
77480,-4812
77481,-5068
77482,-4220
77483,-3516
77484,-3244
77485,-3284
77486,-4028
77487,-4324
77488,-4788
77489,-4516
77490,-3828
77491,-3396
77492,-3292
77493,-4204
77494,-5140
77495,-5452
77496,-5508
77497,-5564
77498,-5268
77499,-4804
77500,-4828
77501,-5612
77502,-5964
77503,-6108
77504,-5500
77505,-4980
77506,-5196
77507,-5644
77508,-6076
77509,-5700
77510,-5116
77511,-4548
77512,-4396
77513,-4100
77514,-4412
77515,-5100
77516,-5300
77517,-4540
77518,-4284
77519,-4284
77520,-4052
77521,-3756
77522,-3172
77523,-3220
77524,-3260
77525,-4124
77526,-4468
77527,-4460
77528,-5004
77529,-5772
77530,-5940
77531,-5052
77532,-5180
77533,-5084
77534,-5660
77535,-6172
77536,-6356
77537,-6572
77538,-6748
77539,-6428
77540,-6740
77541,-6340
77542,-5644
77543,-5492
77544,-5324
77545,-6012
77546,-6572
77547,-6764
77548,-5860
77549,-5540
77550,-4852
77551,-4796
77552,-5372
77553,-5244
77554,-4972
77555,-3900
77556,-3364
77557,-3388
77558,-3596
77559,-3860
77560,-3860
77561,-3916
77562,-4004
77563,-3996
77564,-3772
77565,-3868
77566,-4092
77567,-4756
77568,-5452
77569,-5372
77570,-5356
77571,-5428
77572,-5252
77573,-5780
77574,-5252
77575,-5644
77576,-5796
77577,-5916
77578,-5668
77579,-5012
77580,-4668
77581,-4900
77582,-4700
77583,-4636
77584,-5604
77585,-4980
77586,-4948
77587,-4500
77588,-3972
77589,-3740
77590,-3724
77591,-3540
77592,-3740
77593,-3940
77594,-3828
77595,-3412
77596,-3476
77597,-3668
77598,-4308
77599,-4364
77600,-4388
77601,-4660
77602,-4516
77603,-4788
77604,-5220
77605,-5228
77606,-4492
77607,-4820
77608,-5020
77609,-5356
77610,-5300
77611,-4588
77612,-5092
77613,-5620
77614,-5724
77615,-5620
77616,-5036
77617,-4364
77618,-3660
77619,-3556
77620,-4268
77621,-5244
77622,-5692
77623,-5268
77624,-4676
77625,-3700
77626,-3588
77627,-4220
77628,-4100
77629,-4556
77630,-4748
77631,-4868
77632,-4460
77633,-4212
77634,-4460
77635,-4316
77636,-4636
77637,-5316
77638,-6436
77639,-6028
77640,-4972
77641,-4388
77642,-4396
77643,-4924
77644,-5796
77645,-6212
77646,-5236
77647,-4540
77648,-4796
77649,-5100
77650,-4444
77651,-4244
77652,-4548
77653,-5132
77654,-4996
77655,-4860
77656,-4276
77657,-3068
77658,-3204
77659,-3484
77660,-4412
77661,-5468
77662,-4892
77663,-4212
77664,-3228
77665,-3588
77666,-3908
77667,-4076
77668,-4300
77669,-4876
77670,-5060
77671,-4660
77672,-4972
77673,-4508
77674,-4876
77675,-5508
77676,-5940
77677,-6948
77678,-6068
77679,-5892
77680,-5780
77681,-5244
77682,-5028
77683,-5100
77684,-5900
77685,-6020
77686,-6212
77687,-5716
77688,-5076
77689,-4092
77690,-3828
77691,-4084
77692,-4156
77693,-4340
77694,-4332
77695,-4644
77696,-4444
77697,-4796
77698,-4732
77699,-4164
77700,-4036
77701,-4620
77702,-5300
77703,-5332
77704,-5548
77705,-5204
77706,-5172
77707,-5500
77708,-5580
77709,-6348
77710,-6748
77711,-7404
77712,-7556
77713,-7148
77714,-6132
77715,-6036
77716,-6524
77717,-6804
77718,-7476
77719,-7308
77720,-6708
77721,-6836
77722,-6412
77723,-6124
77724,-5548
77725,-5468
77726,-5772
77727,-5636
77728,-5276
77729,-5460
77730,-4636
77731,-4276
77732,-4212
77733,-4660
77734,-4868
77735,-5988
77736,-5852
77737,-5324
77738,-4132
77739,-3548
77740,-3900
77741,-4604
77742,-5412
77743,-6236
77744,-6780
77745,-7036
77746,-6948
77747,-6356
77748,-6028
77749,-6188
77750,-5972
77751,-6356
77752,-6420
77753,-6612
77754,-6260
77755,-5868
77756,-6012
77757,-6276
77758,-6980
77759,-6660
77760,-5972
77761,-4988
77762,-4508
77763,-4700
77764,-4996
77765,-5044
77766,-5332
77767,-5060
77768,-4828
77769,-5188
77770,-4556
77771,-4676
77772,-5596
77773,-5340
77774,-5740
77775,-5228
77776,-4420
77777,-4476
77778,-4556
77779,-5100
77780,-4932
77781,-5468
77782,-6004
77783,-6564
77784,-5972
77785,-5428
77786,-5180
77787,-4804
77788,-5436
77789,-5788
77790,-5596
77791,-5300
77792,-5196
77793,-4572
77794,-5252
77795,-5908
77796,-5788
77797,-5468
77798,-4860
77799,-5180
77800,-4892
77801,-4540
77802,-4284
77803,-4156
77804,-4412
77805,-5020
77806,-5436
77807,-4716
77808,-4452
77809,-4828
77810,-4860
77811,-5044
77812,-5220
77813,-5716
77814,-5900
77815,-5932
77816,-6364
77817,-6380
77818,-6548
77819,-6092
77820,-6220
77821,-6028
77822,-5876
77823,-5844
77824,-5060
77825,-5172
77826,-4260
77827,-4524
77828,-5524
77829,-5332
77830,-4900
77831,-4868
77832,-4852
77833,-4580
77834,-4964
77835,-4604
77836,-4884
77837,-4700
77838,-5124
77839,-4708
77840,-4532
77841,-5404
77842,-5460
77843,-6124
77844,-5892
77845,-5532
77846,-5436
77847,-5996
77848,-6484
77849,-6724
77850,-7252
77851,-7116
77852,-7620
77853,-7628
77854,-7876
77855,-7708
77856,-7436
77857,-7012
77858,-6668
77859,-6988
77860,-7220
77861,-6996
77862,-6356
77863,-5852
77864,-5852
77865,-6092
77866,-5876
77867,-5468
77868,-5388
77869,-5932
77870,-5820
77871,-5908
77872,-5340
77873,-4956
77874,-4836
77875,-4692
77876,-5004
77877,-5764
77878,-5148
77879,-5644
77880,-5620
77881,-5300
77882,-5724
77883,-6244
77884,-6756
77885,-6908
77886,-6692
77887,-6116
77888,-6300
77889,-6364
77890,-7068
77891,-7652
77892,-7764
77893,-7852
77894,-6988
77895,-5916
77896,-6020
77897,-6172
77898,-6732
77899,-7020
77900,-6732
77901,-6804
77902,-6372
77903,-5756
77904,-5220
77905,-5020
77906,-5060
77907,-5004
77908,-5204
77909,-4580
77910,-4004
77911,-3452
77912,-3388
77913,-3916
77914,-4396
77915,-5412
77916,-5748
77917,-6044
77918,-5868
77919,-5668
77920,-5412
77921,-5004
77922,-5108
77923,-5260
77924,-6628
77925,-6932
77926,-6732
77927,-6900
77928,-5996
77929,-5500
77930,-5268
77931,-6092
77932,-6772
77933,-7092
77934,-7468
77935,-7276
77936,-6652
77937,-5884
77938,-5220
77939,-5276
77940,-5844
77941,-6308
77942,-6212
77943,-5772
77944,-5268
77945,-5460
77946,-5028
77947,-5396
77948,-5964
77949,-5820
77950,-5852
77951,-6580
77952,-6124
77953,-5836
77954,-4796
77955,-5004
77956,-5444
77957,-5876
77958,-6404
77959,-6548
77960,-6276
77961,-5604
77962,-5308
77963,-5820
77964,-5492
77965,-6108
77966,-6252
77967,-6780
77968,-6428
77969,-6180
77970,-5772
77971,-5388
77972,-5484
77973,-5484
77974,-5820
77975,-5828
77976,-5244
77977,-4724
77978,-4732
77979,-4916
77980,-4924
77981,-4796
77982,-4388
77983,-4860
77984,-5164
77985,-5844
77986,-6012
77987,-5468
77988,-5220
77989,-4924
77990,-5164
77991,-5268
77992,-6100
77993,-6516
77994,-6444
77995,-5964
77996,-5052
77997,-4420
77998,-4380
77999,-5020
78000,-5084
78001,-5188
78002,-6052
78003,-6316
78004,-6076
78005,-4804
78006,-4388
78007,-4852
78008,-5380
78009,-5900
78010,-5492
78011,-5052
78012,-5188
78013,-5252
78014,-4788
78015,-4476
78016,-4532
78017,-4836
78018,-5100
78019,-5820
78020,-6412
78021,-5964
78022,-5804
78023,-4516
78024,-4444
78025,-5364
78026,-5892
78027,-6604
78028,-6956
78029,-6332
78030,-6412
78031,-5868
78032,-5924
78033,-6092
78034,-6260
78035,-6556
78036,-6468
78037,-6644
78038,-6596
78039,-6724
78040,-6260
78041,-6020
78042,-5988
78043,-6508
78044,-6788
78045,-6332
78046,-6020
78047,-5292
78048,-5228
78049,-5660
78050,-6252
78051,-7156
78052,-7004
78053,-6188
78054,-5588
78055,-4980
78056,-5140
78057,-5964
78058,-6404
78059,-6412
78060,-6612
78061,-6484
78062,-5564
78063,-5364
78064,-4732
78065,-4988
78066,-6172
78067,-6956
78068,-7652
78069,-7164
78070,-6556
78071,-5764
78072,-5356
78073,-5700
78074,-6012
78075,-5604
78076,-6364
78077,-6708
78078,-6548
78079,-5964
78080,-5164
78081,-4788
78082,-5236
78083,-5076
78084,-4948
78085,-5292
78086,-4748
78087,-5020
78088,-4852
78089,-4580
78090,-3964
78091,-3788
78092,-4180
78093,-4828
78094,-4892
78095,-4420
78096,-4212
78097,-4980
78098,-5540
78099,-5036
78100,-4948
78101,-4900
78102,-4948
78103,-5268
78104,-5868
78105,-6348
78106,-6308
78107,-6364
78108,-5804
78109,-6068
78110,-6012
78111,-5860
78112,-5516
78113,-6004
78114,-6292
78115,-6780
78116,-6380
78117,-5396
78118,-4876
78119,-4812
78120,-4492
78121,-4628
78122,-5060
78123,-5012
78124,-4684
78125,-4156
78126,-4084
78127,-4308
78128,-3940
78129,-3940
78130,-4284
78131,-4732
78132,-4244
78133,-4596
78134,-4404
78135,-4364
78136,-4596
78137,-4484
78138,-5252
78139,-4996
78140,-4820
78141,-4876
78142,-4708
78143,-5132
78144,-4756
78145,-5092
78146,-5212
78147,-5604
78148,-5580
78149,-5548
78150,-5924
78151,-5604
78152,-5700
78153,-5820
78154,-5484
78155,-5484
78156,-5380
78157,-5460
78158,-5804
78159,-5724
78160,-5476
78161,-5156
78162,-5276
78163,-5268
78164,-5604
78165,-5532
78166,-5476
78167,-5028
78168,-4684
78169,-4884
78170,-5388
78171,-5124
78172,-5884
78173,-6220
78174,-5924
78175,-5524
78176,-4908
78177,-4852
78178,-4940
78179,-5012
78180,-5460
78181,-5796
78182,-6364
78183,-7020
78184,-6476
78185,-6204
78186,-5892
78187,-5588
78188,-5508
78189,-5908
78190,-6452
78191,-6788
78192,-6636
78193,-5916
78194,-5060
78195,-4860
78196,-5124
78197,-6148
78198,-6324
78199,-6308
78200,-5556
78201,-5148
78202,-5228
78203,-5412
78204,-5708
78205,-5980
78206,-5948
78207,-5588
78208,-6308
78209,-5828
78210,-5996
78211,-5628
78212,-5428
78213,-5436
78214,-5804
78215,-6084
78216,-6324
78217,-6044
78218,-6036
78219,-5404
78220,-5620
78221,-6020
78222,-6012
78223,-5572
78224,-4964
78225,-4668
78226,-5436
78227,-5444
78228,-5580
78229,-5380
78230,-4804
78231,-4484
78232,-4212
78233,-3972
78234,-3796
78235,-4012
78236,-4868
78237,-4852
78238,-5524
78239,-5140
78240,-4788
78241,-4772
78242,-4700
78243,-4764
78244,-4724
78245,-5540
78246,-5620
78247,-5972
78248,-5308
78249,-4788
78250,-4620
78251,-5052
78252,-5252
78253,-5708
78254,-5548
78255,-5796
78256,-5588
78257,-5068
78258,-4636
78259,-4412
78260,-4628
78261,-4340
78262,-4596
78263,-5548
78264,-5172
78265,-4700
78266,-4724
78267,-4284
78268,-3820
78269,-4180
78270,-4260
78271,-4796
78272,-5068
78273,-4932
78274,-5196
78275,-5212
78276,-4708
78277,-4972
78278,-4924
78279,-4436
78280,-4196
78281,-5348
78282,-6052
78283,-6764
78284,-6684
78285,-6028
78286,-5532
78287,-4916
78288,-5148
78289,-5900
78290,-6364
78291,-6708
78292,-6812
78293,-7020
78294,-6308
78295,-5228
78296,-5028
78297,-5524
78298,-6044
78299,-5916
78300,-5404
78301,-5164
78302,-5060
78303,-5220
78304,-5292
78305,-5300
78306,-4916
78307,-4732
78308,-4868
78309,-4588
78310,-4780
78311,-4908
78312,-5068
78313,-5308
78314,-5732
78315,-5820
78316,-5284
78317,-5108
78318,-5124
78319,-4948
78320,-5036
78321,-4780
78322,-5636
78323,-5860
78324,-5460
78325,-5252
78326,-5572
78327,-6172
78328,-6524
78329,-6252
78330,-6092
78331,-5900
78332,-5404
78333,-5020
78334,-5268
78335,-5948
78336,-6476
78337,-6364
78338,-5756
78339,-5764
78340,-5652
78341,-5364
78342,-4660
78343,-4756
78344,-5196
78345,-5452
78346,-5580
78347,-5244
78348,-4876
78349,-4780
78350,-4788
78351,-4396
78352,-4452
78353,-4996
78354,-5596
78355,-5660
78356,-5844
78357,-5820
78358,-6228
78359,-6612
78360,-6308
78361,-5300
78362,-5100
78363,-5420
78364,-6396
78365,-7076
78366,-7412
78367,-6428
78368,-6084
78369,-5596
78370,-5036
78371,-4820
78372,-5252
78373,-5876
78374,-6372
78375,-6716
78376,-6292
78377,-5868
78378,-5620
78379,-5524
78380,-5324
78381,-6068
78382,-6076
78383,-5756
78384,-5076
78385,-5204
78386,-5716
78387,-6372
78388,-6204
78389,-5972
78390,-5684
78391,-5412
78392,-5476
78393,-5236
78394,-5124
78395,-5700
78396,-6076
78397,-6492
78398,-5772
78399,-5388
78400,-4788
78401,-4980
78402,-5876
78403,-5460
78404,-5124
78405,-4668
78406,-4716
78407,-4852
78408,-5444
78409,-5436
78410,-5540
78411,-5260
78412,-4700
78413,-5020
78414,-5068
78415,-5156
78416,-4996
78417,-5788
78418,-5780
78419,-5772
78420,-4876
78421,-4652
78422,-4940
78423,-5396
78424,-5828
78425,-5668
78426,-6220
78427,-6012
78428,-5436
78429,-4724
78430,-4492
78431,-5332
78432,-5556
78433,-6052
78434,-6324
78435,-6228
78436,-5884
78437,-5348
78438,-4844
78439,-4988
78440,-5260
78441,-5308
78442,-5372
78443,-5540
78444,-5524
78445,-5452
78446,-5324
78447,-4980
78448,-4892
78449,-4940
78450,-5364
78451,-5756
78452,-5708
78453,-6180
78454,-5572
78455,-5052
78456,-4708
78457,-4716
78458,-5092
78459,-5580
78460,-6412
78461,-6668
78462,-6044
78463,-5492
78464,-5388
78465,-5036
78466,-4812
78467,-4940
78468,-5204
78469,-5996
78470,-6228
78471,-5788
78472,-5316
78473,-5516
78474,-5332
78475,-5428
78476,-5020
78477,-4740
78478,-5060
78479,-5812
78480,-6108
78481,-6596
78482,-6652
78483,-5756
78484,-5372
78485,-5084
78486,-5212
78487,-5644
78488,-5460
78489,-5324
78490,-5324
78491,-5596
78492,-6972
78493,-6980
78494,-7060
78495,-6380
78496,-6140
78497,-5724
78498,-5596
78499,-5596
78500,-6348
78501,-6580
78502,-7340
78503,-7132
78504,-6316
78505,-5596
78506,-5292
78507,-5564
78508,-6308
78509,-6828
78510,-7324
78511,-6996
78512,-5932
78513,-5620
78514,-6068
78515,-6164
78516,-6900
78517,-7116
78518,-7164
78519,-6860
78520,-6908
78521,-6116
78522,-6356
78523,-6716
78524,-7244
78525,-7684
78526,-7900
78527,-7596
78528,-6740
78529,-5836
78530,-5564
78531,-6052
78532,-6540
78533,-7180
78534,-6788
78535,-6132
78536,-5300
78537,-5484
78538,-5068
78539,-5500
78540,-6012
78541,-5988
78542,-6052
78543,-6132
78544,-6148
78545,-6676
78546,-6308
78547,-6140
78548,-6012
78549,-6148
78550,-6636
78551,-7740
78552,-7900
78553,-7860
78554,-7620
78555,-7196
78556,-6148
78557,-6060
78558,-6156
78559,-6804
78560,-6964
78561,-6460
78562,-6684
78563,-6676
78564,-6332
78565,-5564
78566,-4996
78567,-5652
78568,-5244
78569,-4700
78570,-4532
78571,-4428
78572,-4980
78573,-4484
78574,-4372
78575,-4004
78576,-4564
78577,-5044
78578,-5372
78579,-5260
78580,-4276
78581,-4092
78582,-4164
78583,-4508
78584,-5676
78585,-6036
78586,-6484
78587,-6732
78588,-6700
78589,-6292
78590,-5996
78591,-5956
78592,-6084
78593,-6324
78594,-6924
78595,-7196
78596,-6492
78597,-6204
78598,-5924
78599,-5692
78600,-5900
78601,-5788
78602,-6260
78603,-6500
78604,-5516
78605,-4908
78606,-4996
78607,-5540
78608,-6132
78609,-5692
78610,-5788
78611,-5252
78612,-5068
78613,-5268
78614,-5724
78615,-5836
78616,-5220
78617,-5316
78618,-5532
78619,-6028
78620,-5828
78621,-5876
78622,-6684
78623,-6932
78624,-6468
78625,-6500
78626,-6732
78627,-6924
78628,-5908
78629,-5556
78630,-6020
78631,-6228
78632,-6276
78633,-6700
78634,-6764
78635,-6572
78636,-5780
78637,-5604
78638,-5596
78639,-5884
78640,-5980
78641,-5836
78642,-5508
78643,-6116
78644,-6100
78645,-6036
78646,-5812
78647,-5596
78648,-5836
78649,-6340
78650,-6068
78651,-5580
78652,-6180
78653,-5868
78654,-5428
78655,-5812
78656,-5836
78657,-6828
78658,-7124
78659,-7556
78660,-6844
78661,-6396
78662,-6092
78663,-6268
78664,-6316
78665,-6140
78666,-5980
78667,-6036
78668,-6356
78669,-6468
78670,-6092
78671,-5684
78672,-5204
78673,-5372
78674,-5292
78675,-5140
78676,-5108
78677,-5276
78678,-5180
78679,-5580
78680,-5780
78681,-6828
78682,-6612
78683,-6940
78684,-6196
78685,-5764
78686,-5732
78687,-6572
78688,-6908
78689,-7460
78690,-7748
78691,-7076
78692,-6524
78693,-6164
78694,-5692
78695,-6180
78696,-7180
78697,-7100
78698,-6636
78699,-6236
78700,-6140
78701,-5996
78702,-5836
78703,-5396
78704,-5388
78705,-5132
78706,-5260
78707,-5180
78708,-5556
78709,-5620
78710,-5212
78711,-5524
78712,-5772
78713,-5564
78714,-5820
78715,-4948
78716,-4812
78717,-5188
78718,-4788
78719,-5636
78720,-5852
78721,-6612
78722,-6980
78723,-7068
78724,-6772
78725,-6212
78726,-5364
78727,-4852
78728,-5260
78729,-6124
78730,-6980
78731,-6908
78732,-6980
78733,-6468
78734,-5964
78735,-5412
78736,-4388
78737,-4452
78738,-4900
78739,-5300
78740,-5452
78741,-5284
78742,-5220
78743,-4780
78744,-4524
78745,-4548
78746,-5100
78747,-4988
78748,-4684
78749,-5124
78750,-5204
78751,-5556
78752,-5228
78753,-4980
78754,-5260
78755,-5116
78756,-5188
78757,-5236
78758,-5444
78759,-4876
78760,-5308
78761,-5892
78762,-6204
78763,-5788
78764,-5156
78765,-4804
78766,-4396
78767,-4948
78768,-4756
78769,-4852
78770,-4884
78771,-4996
78772,-4668
78773,-4916
78774,-4788
78775,-4316
78776,-3596
78777,-3772
78778,-4460
78779,-5020
78780,-4380
78781,-3876
78782,-4308
78783,-4844
78784,-5204
78785,-5188
78786,-4644
78787,-4188
78788,-4300
78789,-4340
78790,-4884
78791,-5228
78792,-4884
78793,-5252
78794,-5500
78795,-5020
78796,-4700
78797,-4572
78798,-4356
78799,-4420
78800,-4900
78801,-5532
78802,-5636
78803,-5188
78804,-5340
78805,-4956
78806,-4700
78807,-4524
78808,-3812
78809,-4084
78810,-4228
78811,-4748
78812,-5124
78813,-5340
78814,-5244
78815,-5100
78816,-4892
78817,-5156
78818,-4972
78819,-5324
78820,-5164
78821,-5148
78822,-5668
78823,-6372
78824,-6604
78825,-5996
78826,-5604
78827,-5268
78828,-5380
78829,-5604
78830,-6180
78831,-6516
78832,-6340
78833,-5948
78834,-5636
78835,-5220
78836,-4476
78837,-4388
78838,-4508
78839,-5436
78840,-5628
78841,-5708
78842,-4644
78843,-4548
78844,-4740
78845,-4508
78846,-5452
78847,-5036
78848,-5340
