,Timestamps,Temperature,Humidity,Pressure,Distance,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magnox,Magnoy,Magnoz
98,2022-01-11 01:30:07.722482,26.5,58.5,997.0,123.0,1.88,0.34,3.67,4.55,-2.87,4.55,-277.5,9.25,-398.63
99,2022-01-11 01:30:07.785448,26.5,58.5,997.0,122.0,1.88,0.34,3.67,4.9,-2.8,4.48,-288.25,8.5,-389.88
100,2022-01-11 01:30:07.847490,26.4,58.8,997.0,123.0,1.88,0.34,3.67,4.55,-2.66,4.55,-280.25,8.5,-391.0
101,2022-01-11 01:30:07.909993,26.4,58.8,997.0,124.0,1.88,0.34,3.67,4.55,-2.66,4.41,-287.75,19.0,-385.25
102,2022-01-11 01:30:07.972497,26.4,58.8,997.0,122.0,1.88,0.34,3.67,4.69,-2.73,4.41,-273.25,7.0,-390.0
103,2022-01-11 01:30:08.035003,26.4,58.9,997.0,122.0,1.88,0.34,3.67,4.55,-2.87,4.62,-293.25,15.0,-384.88
104,2022-01-11 01:30:08.097907,26.4,58.9,997.0,125.0,1.88,0.34,3.67,4.41,-2.94,4.69,-287.25,12.0,-388.25
105,2022-01-11 01:30:08.175653,26.5,59.0,997.0,125.0,1.88,0.34,3.67,4.41,-2.94,4.69,-283.5,9.0,-392.63
106,2022-01-11 01:30:08.191280,26.5,59.0,997.0,123.0,1.88,0.34,3.66,4.27,-2.87,4.62,-285.0,4.0,-381.25
107,2022-01-11 01:30:08.253783,26.5,58.7,997.0,123.0,1.88,0.34,3.67,4.48,-2.94,4.62,-281.5,11.75,-396.25
108,2022-01-11 01:30:08.316288,26.5,58.7,997.0,123.0,1.88,0.34,3.66,4.2,-3.01,4.62,-280.0,10.0,-381.75
109,2022-01-11 01:30:08.378789,26.5,58.7,997.0,122.0,1.88,0.34,3.66,4.2,-3.01,4.62,-281.0,13.5,-390.75
110,2022-01-11 01:30:08.441570,26.4,58.9,997.0,124.0,1.88,0.34,3.67,4.55,-2.73,4.62,-281.25,11.5,-380.0
111,2022-01-11 01:30:08.488169,26.4,58.9,997.0,122.0,1.88,0.34,3.67,4.55,-2.8,4.55,-281.0,10.25,-386.75
112,2022-01-11 01:30:08.550656,26.4,58.5,997.0,123.0,1.88,0.34,3.67,4.48,-2.8,4.55,-284.25,11.75,-392.88
113,2022-01-11 01:30:08.613178,26.4,58.5,997.0,123.0,1.88,0.34,3.67,4.48,-2.8,4.55,-277.25,11.5,-385.0
114,2022-01-11 01:30:08.660038,26.6,58.5,997.0,123.0,1.88,0.34,3.67,4.48,-2.73,4.62,-292.0,18.5,-380.13
115,2022-01-11 01:30:08.722554,26.6,58.5,997.0,124.0,1.88,0.34,3.67,4.41,-2.73,4.62,-288.25,13.0,-381.75
116,2022-01-11 01:30:08.785063,26.6,58.5,997.0,126.0,1.88,0.34,3.67,4.41,-2.8,4.62,-280.25,12.25,-386.38
117,2022-01-11 01:30:08.847564,26.5,58.6,997.0,123.0,1.88,0.34,3.67,4.41,-2.8,4.62,-273.75,10.0,-381.5
118,2022-01-11 01:30:08.910054,26.5,58.6,997.0,126.0,1.88,0.34,3.67,4.34,-2.66,4.69,-279.0,13.75,-389.75
119,2022-01-11 01:30:08.972559,26.5,58.7,997.0,125.0,1.88,0.34,3.67,4.34,-2.59,4.83,-279.25,11.25,-383.88
120,2022-01-11 01:30:09.035063,26.5,58.7,997.0,125.0,1.88,0.34,3.67,4.13,-2.45,4.69,-275.5,12.25,-390.63
121,2022-01-11 01:30:09.066314,26.4,58.7,997.0,127.0,1.88,0.34,3.67,4.13,-2.45,4.69,-290.75,12.25,-388.75
122,2022-01-11 01:30:09.144462,26.4,59.2,997.0,125.0,1.88,0.34,3.67,4.34,-2.73,4.69,-282.25,13.75,-397.25
123,2022-01-11 01:30:09.191322,26.4,59.2,997.0,124.0,1.88,0.34,3.67,4.13,-2.52,4.62,-280.0,11.75,-387.88
124,2022-01-11 01:30:09.253827,26.5,58.8,997.0,122.0,1.88,0.34,3.67,4.27,-2.73,4.62,-279.25,12.75,-394.75
125,2022-01-11 01:30:09.300704,26.5,58.8,997.0,124.0,1.88,0.34,3.67,4.27,-2.73,4.62,-292.0,15.25,-389.88
126,2022-01-11 01:30:09.378841,26.5,58.4,997.0,123.0,1.88,0.34,3.67,4.34,-2.52,4.69,-287.5,13.5,-389.63
127,2022-01-11 01:30:09.441356,26.5,58.4,997.0,124.0,1.88,0.34,3.67,4.34,-2.31,4.69,-289.0,10.75,-395.75
128,2022-01-11 01:30:09.503858,26.5,58.4,997.0,124.0,1.88,0.34,3.67,4.55,-2.17,4.69,-282.75,12.0,-392.25
129,2022-01-11 01:30:09.535109,26.6,58.5,997.0,124.0,1.88,0.34,3.67,4.55,-2.17,4.69,-283.0,17.25,-403.75
130,2022-01-11 01:30:09.613244,26.6,58.5,997.0,125.0,1.88,0.34,3.67,4.62,-2.17,4.76,-287.25,9.25,-382.0
131,2022-01-11 01:30:09.660124,26.5,58.8,997.0,124.0,1.88,0.34,3.67,4.41,-2.24,4.9,-280.25,14.75,-394.63
132,2022-01-11 01:30:09.722626,26.5,58.8,997.0,126.0,1.87,0.34,3.66,4.55,-2.1,4.9,-285.25,8.5,-389.38
133,2022-01-11 01:30:09.785364,26.4,58.8,997.0,124.0,1.87,0.34,3.66,4.55,-2.1,4.9,-285.5,10.25,-398.88
134,2022-01-11 01:30:09.847869,26.4,58.8,997.0,125.0,1.87,0.34,3.66,4.55,-2.03,4.9,-288.0,13.75,-391.38
135,2022-01-11 01:30:09.910702,26.4,58.8,997.0,126.0,1.87,0.34,3.66,4.76,-2.17,5.04,-290.5,11.0,-396.13
136,2022-01-11 01:30:09.972636,26.5,58.6,997.0,123.0,1.87,0.34,3.66,4.76,-2.17,5.04,-283.5,15.25,-397.25
137,2022-01-11 01:30:10.019497,26.5,58.6,997.0,124.0,1.87,0.34,3.66,5.18,-1.75,5.04,-284.75,19.25,-378.88
